,Tweet Posted Time (UTC),Tweet Content,Tweet Location
1993,2020-03-28,This is not lockdown  this is the time to your show love to family ,Jharkhand
1994,2020-03-28,@RanjanGogoii Dear Children. Let's hit the #Covid19 #lockdown with positivity of thoughts and creativity. #StayhomeStaysafe and Stay Creative. #DigitalArtFest for students of Class 1 to 6. आप घर मे रहे #21DaysChallenge @HemantSorenJMM @DC_Khunti @drharshvardhan @PMOIndia,Jharkhand
1995,2020-03-28,Dear Children. Let's hit the #Covid19 #lockdown with positivity of thoughts and creativity. #StayhomeStaysafe and Stay Creative. #DigitalArtFest for students of Class 1 to 6. Draw / Paint on given topics and send a scan / photo of your artwork. ,Jharkhand
1996,2020-03-28,I request all of you to do whatever religious work you do in your home. You should worship God from http://home.Do not disturb the system by visiting the temple  mosque  gurudwara  church and wherever you go for religious work. Be patient till the #lockdown. Thank you ,Jharkhand
1997,2020-03-28,God save our earth from this scourge #CoronaVirus #Covid19 #Covid_19 #StayAtHomeSaveLives #COVIDIOTS #CoronavirusLockdown #StayHome #StayHomeStaySafe #PhysicalDistancing #SocialDistancing #Lockdown,Karnataka
1998,2020-03-28,Stay at home  stay alive. Today's live count. #CoronaVirus #Covid19 #Covid_19 #StayAtHomeSaveLives #COVIDIOTS #CoronavirusLockdown #StayHome #StayHomeStaySafe #PhysicalDistancing #SocialDistancing #Lockdown,Karnataka
1999,2020-03-28,@mla_sudhakar Exchange of bitter words by X CM Shri HD Kumaraswamy at this situation is very sad. His own party MLA in Gubbi broken lockdown order.,Karnataka
2000,2020-03-28,@hd_kumaraswamy Exchage of bitter words at this stage very sad. Ur own MLA in Gubbi broken lock down order,Karnataka
2001,2020-03-28,God save our earth from this scourge #CoronaVirus #Covid19 #Covid_19 #StayAtHomeSaveLives #COVIDIOTS #CoronavirusLockdown #StayHome #StayHomeStaySafe #PhysicalDistancing #SocialDistancing #Lockdown ,Karnataka
2002,2020-03-28,Stay at home  stay alive. Today's live count. #CoronaVirus #Covid19 #Covid_19 #StayAtHomeSaveLives #COVIDIOTS #CoronavirusLockdown #StayHome #StayHomeStaySafe #PhysicalDistancing #SocialDistancing #Lockdown ,Karnataka
2003,2020-03-28,Masum Reja: She is from Malbazar jalpaiguri.. Travel history of Chennai to siliguri. Masum Reja: First positive case of corona in north Bengal Medical College.. Be careful And please stay at home #CoronaUpdate #CoronavirusOutbreak #COVID #COVID2019 #CoronaLockdown,Manipur
2004,2020-03-28,CROF by Green Team Kohima work as a catalyst between affected people & those willing 2 help out but cannot involve directly.While d pandemic can be contained hunger & starvation can't be postponed or keep a hold. #standforhumanity #greenteamkohima #kohima #nagaland #covid_19,Nagaland
2005,2020-03-28,Nutrition International strong advocate of ensuring good nutrition for good immunity in these difficult times of fighting off Covid-19...A must to visit the Nutrition Knowledge Hub put out by SUN movement ,Punjab
2006,2020-03-28,In case if we survive the wave of Covid-19  there will be some lessons to learn. Our history books will be updated for starters.,Punjab
2007,2020-03-28,I have heard 7 possible COVID positive patients ran away from services hospital. They were supposed to kept in isolation ward but they escaped. Lahore is getting dangerous ,Punjab
2008,2020-03-28,Second batch of donations from Jack Ma Foundation and Alibaba Foundation Arrives in Karachi to Help Fighting COVID-19 http://soul.pk/2020/03/29/jack-ma-foundation-donates-to-help-fighting-covid-19/ #COVID #coronavirusinpakistan,Punjab
2009,2020-03-28,Pak Railways suspended 44 trains from tracks in the backdrop of COVID-19 Pandemic  PM issued 500 Corors (reported)for creation of Isolation Setups. What if these 44trains be converted into Isolation Centers within total cost not morethen 50Million approx @ImranKhanPTI @najamsethi,Punjab
2010,2020-03-28,تم مسیحا ہو اس قوم کے Proud of all drs n med staff  more power to u #HumainTumsePyarHai #COVID #CoronaLockdown #StayAtHomeAndStaySafe,Punjab
2011,2020-03-28,Also COVID has reached Wapda Town. Whole family was affected and infected there ,Punjab
2012,2020-03-28,The issue of the lack of proper training to health staff to treat COVID-19 patients was raised and it was suggested that the government should immediately liaise with the Chinese government &amp; have the master trainers ready to impart training to medical staff. Very Important!,Punjab
2013,2020-03-28,Since the quarantine period is getting longer  we should prepare to welcome a new wave of Corona/ Quarantine children in December this year #COVID,Punjab
2014,2020-03-28,How are you spending your time these days of #CoronaVirusPandemic #Lockdown? #CoronavirusOutbreak #CoronaVirus #CoronaInPakistan #LockDownPakistan #CoronaUpdate #Covid_19,Punjab
2015,2020-03-28,What about you sir !Arise News is a London-based world news channel break a news that ap Ka test positive Aya h #COVID ,Punjab
2016,2020-03-28,Russia claims it produces drug to treat COVID-19 ,Punjab
2017,2020-03-28,Great use of the available resources to tackle the COVID-19 Pray for the corona victims Stay home Save lives #covid_19 #stay_home #save_life,Punjab
2018,2020-03-28,At the Ministry of Foreign Affairs  we have galvanised a Crisis Management Unit  working around the clock since the #Covid_19 outbreak to look after all Pakistani passengers stranded abroad and to coordinate COVID-19 updates to reach our Diaspora ,Punjab
2019,2020-03-28,Government of Pakistan specially federal government really well managed in COVID-19 pandemic  remembered the words of PM Sb that he is always thinking about  panic ,Punjab
2020,2020-03-28,Now the situation is like whole humanity needs a @LordSnow who can lead it to fight with COVID-19. #Covid_19 #cornoravirusuk,Punjab
2021,2020-03-28,I know of so many young people who are doing so much during this crisis  seeing which gives me so much hope. Together we will IA come out of this crisis IA In the fight against Covid-19  these bright  young Pakistanis are coming together and improvising ,Punjab
2022,2020-03-28,Awareness video msg was published in initial covid days. Please check FB page. Regards.,Punjab
2023,2020-03-28,@zlj517 thank you great friend China for providing medical assistance  doctor team. A friend in need is a friend indeed. Let's fight the menace together be it the terrorism or covid-19.,Punjab
2024,2020-03-28,Scottish Secretary Alister Jack is the latest minister to show symptoms of COVID-19 ,Punjab
2025,2020-03-28,Inhale #Steam to fight #Coronavirus #COVID #SARS................,Punjab
2026,2020-03-28,Only way out of this crisis is to test everyone everywhere! It will be a lot cheaper for the world......#CoronaLockdown #lockdown #COVID #CoronavirusOutbreak,Punjab
2027,2020-03-28,What treatment will prove effective against COVID 19 ? When will a vaccine for the disease be ready? What level of social distancing will be required to tame the outbreak nd how long will it need to last? Will outbreak come in waves?,Punjab
2028,2020-03-28,I haven't seen daily briefings on COVID-19 by high-ranking government officials in any other country than Pakistan. The interactions are timely and done by all concerned starting from the PM himself .,Punjab
2029,2020-03-28,LIVE Coronavirus (COVID-19) pandemic #coronavirusinpakistan #CoronaLockdown #CoronaUpdate #CoronavirusOutbreak #COVID19,Punjab
2030,2020-03-28,Hello everyone. So let's start an acessment. What COVID-19 has taught you?,Punjab
2031,2020-03-28,@Shahidmasooddr @haroon_natamam @ImranKhanPTI Allah will help us to control Covid 19. So pls dnt close mosques in Pakistan. China is helping us with raza of Allah.,Punjab
2032,2020-03-28,Have to thank Covid-19 for putting those toxic feminists &amp; Khalil ur rehman off our screens.,Punjab
2033,2020-03-28,They had to write about Boris Johnson but mistakenly typed the name of #IK . He’s negative of COVID.,Punjab
2034,2020-03-28,"1. The President of China Visited Masjid. 2. Trump Listening Holy Qur'an with all the members of US Congress. 3. AZAN in British Parliament. This is ""The land of Allah & the will of Allah"" #Covid_19",Punjab
2035,2020-03-28,@dcislamabad Dear DC sb any plans against Polan during this Covid-19 lockdown situation These are very hard times for asthmatic patients as Polan is growing day by day. @KlasraRauf @nadeemmalik @NasimZehra @ShafiNaqiJamie @Xadeejournalist @ZarrarKhuhro,Punjab
2036,2020-03-28,We sud use bhasha and Mohmand Dams funds now..... Covid-19,Punjab
2037,2020-03-28,This is excellent news for stranded Fellow citizens amid COVID-19. ,Punjab
2038,2020-03-28,GCU VC @zaidia is playing crucial role in solving covid-19. He is doing his best among all VCs and providing all precautions which he can do especially care for older people. Beacause this covid-19 is affecting older people more than younger. @fawadchaudhry @gcuniversitylhr,Punjab
2039,2020-03-28,Furthermore  the clinical presentation varies from person to person. Co-morbids are at high-risk  that's what the theoretical facts stated but then we have seen young people losing to COVID-19 as well. It is very subjective because the virus doesn't mutate as per our choices.,Punjab
2040,2020-03-28,These memes/jokes about Covid-19 or quarantine days aren't funny  I personally don't find it funny at all  this Covid-19 isn't a joke Few of em has passed away few are on their death beds so these jokes will not console someone who lost a family member or a friend.,Punjab
2041,2020-03-28,Please pay attention: It’s COVID-19.,Punjab
2042,2020-03-28,The giant @AbbottNews is going to launch a test that will help you to detect #COVID2019 in as little as 5 minutes. Hope they can also find a cure for #Covid_19.,Punjab
2043,2020-03-28,According to world health organisation #covid-19 cannot live in the air. it's taken by anybody. So keep distance 1 meter don't shake hands don't embrace. #StayAtHomeSaveLives,Punjab
2044,2020-03-28,My dad on the other hand is taking Covid 19 very seriously. He is not going out and keeping everyone inside. Preaching everyone to stay indoors and safe. Using sanitizer and washing hands.,Punjab
2045,2020-03-28,The Callousness of India’s COVID-19 Response ,Punjab
2046,2020-03-28,Work from home guidelines for the ongoing Corona Virus COVID-19 pandemic ,Punjab
2047,2020-03-28,But it still does not means ke 73 yrs old ko rope se bandh do. Now tell me who's gonna tell punjab gov after this incident that we have COVID positive patient at home and gov takes away to quarantine wards? Ab koi inform nai karega. This is very scary footage and brutal murder ,Punjab
2048,2020-03-28,Yr lockdown ny har cheez hi lock ki hui hai ,Punjab
2049,2020-03-28,"#CoronaLockdown #EarthHour #StayAtHomeAndStaySafe #YNH ""It's more important than ever to take time off. Completely #disconnect  give yourself the #Time to get #know #yourself really."" A sound #advice by Great Historian #YuvalNoahHarari for the persons under #lockdown ",Punjab
2050,2020-03-28,Look Closer  #lockdown is A Gift. Plz Visit My Blog at https://bit.ly/3bzIgos #CoronaLockdown #StayHomeStaySafe #CoronavirusOutbreak,Punjab
2051,2020-03-28,If you want to extend a helping hand to people in need during this lockdown  consider giving some support to transgender community who are worst hit due to this lockdown. My sister @ZileHumma_1 is coordinating a small effort. Please message her if u want to contribute. #lockdown,Punjab
2052,2020-03-28,Zrurat braye aise/aisa frnd jo apna Netflix account share kry mery sath in this lockdown situation ,Punjab
2053,2020-03-28,Ops khi is fully Lockdown.,Punjab
2054,2020-03-28,How are you spending your time these days of #CoronaVirusPandemic #Lockdown? #CoronavirusOutbreak #CoronaVirus #CoronaInPakistan #LockDownPakistan #CoronaUpdate #Covid_19,Punjab
2055,2020-03-28,How many of you remember that India was to become Super Power in 2020? I do... #IndiaDeservesBetter #PMOfIndia #PMReliefFund #lockdown,Punjab
2056,2020-03-28,Scenes from India are vindicating Khan's approach towards no-lockdown kind of lockdown.,Punjab
2057,2020-03-28,Do you know in mask were made from China. N china is now sealed. How can we save our families friends relatives. All know that in whole world is in lockdown/ cerfew n our Pakistani didn't understanding this. That's why i post this screenshots.,Punjab
2058,2020-03-28,There is no other way to counter this pandemic other than a complete lockdown but the people who are among well to do have a social responsibility to feed the unpriviliged class. Stop political point scoring and do whats needed. ,Punjab
2059,2020-03-28,When crush accept your personal but Govt announced lockdown... ,Punjab
2060,2020-03-28,Is she serious right now? Imran Khan did not announce the lockdown. Sindh and Balochistan were the first provinces to announce lockdown and a day later Punjab and KPK announced lockdowns. ,Punjab
2061,2020-03-28,BBC News - Coronavirus cradle Wuhan partly reopens after lockdown https://www.bbc.co.uk/news/world-asia-china-52075022,Punjab
2062,2020-03-28,Classes in lockdown?,Punjab
2063,2020-03-28,#CoronaUpdate The lockdown has exposed fault lines in so called shining India. Finally  the cloak of so called development has been ripped apart. Poverty  still 80 percent out on the streets.,Punjab
2064,2020-03-28,Just imagine. Agar Aesaa #lockdown ma sub net services block ho gayin to?,Punjab
2065,2020-03-28,What kind of lock down is this? ,Punjab
2066,2020-03-28,This makes Kaptaan different. #Modi lockdown straved Indians low classes to near death But PM @ImranKhanPTI in advance apprehended involved risks &amp; is now smoothly leading Pk thru #cavid19 #pandemic @ShahidaQureshi5 @KhaOmm @ShirinSherbok2 @Manzoor65096707,Punjab
2067,2020-03-28,Only way out of this crisis is to test everyone everywhere! It will be a lot cheaper for the world......#CoronaLockdown #lockdown #COVID #CoronavirusOutbreak,Punjab
2068,2020-03-28,LOCKDOWN SIDE EFFECT... #StayHome,Punjab
2069,2020-03-28,Don’t forget Transgenders too in this lockdown. If you find anyone who needs Food Packages  please contact @JIPOfficial @AlkhidmatOrg,Punjab
2070,2020-03-28,sir please look at the attitude Of private hostels aswell. who are asking to take back luggage even in this lockdown. they said private transport is allowed. This is cheap tactics to earn in this crisis,Punjab
2071,2020-03-28,"@ImranKhanPTI @pid_gov @MuradAliShahPPP @BBhuttoZardari Offices are open in karachi and some other areas of sindh. My relatives are there and they said ""offices are open as regular routine before corona crisis. Lockdown is just for name. There is no lockdown"" #CoronaLockdown",Punjab
2072,2020-03-28,Kashmiris wanna enjoy their freedom as they're fighting more than 7 decades 4 it. Pak nationals are with kashmiris by all means but its UN who promised them to get their right yo choose. Now 8 month lock down has made their lives in hell. #CoronisedWorld_Media_IOK,Punjab
2073,2020-03-28,Queen  Prince  PM  Health minister & few more leaders are all tested positive in UK. Let's seek Allah's/God's kindness  mercy & forgiveness for humanity passing such a painful situation across the globe.Lock down in Kashmir must be ended with freedom.Injustice needs to be ended.,Punjab
2074,2020-03-28,"Duaring lockdown a police officer ask me ""Kha ja rahe ho"" Me ""Ami ke duai lena"" Officer Me ",Punjab
2075,2020-03-28,#ImranKhan I am ready to help the people of #pakistan. Are you? #CoronaLockdown #StayHome #lockdown #StayAtHome #lockdown #Quarantine,Punjab
2076,2020-03-28,@dcislamabad Dear DC sb any plans against Polan during this Covid-19 lockdown situation These are very hard times for asthmatic patients as Polan is growing day by day. @KlasraRauf @nadeemmalik @NasimZehra @ShafiNaqiJamie @Xadeejournalist @ZarrarKhuhro,Punjab
2077,2020-03-28,Kasur national bank chok ..... #lockdown ,Punjab
2078,2020-03-28,We should not go for Lockdown in the form of Curfew. We will then encourage the disorganised nation to come forward all together during relaxation hour. The best policy  this policy partial “Restraint” stay at home and take precautions.,Punjab
2079,2020-03-28,Good decision. We should gradually move towards ending this lockdown ,Punjab
2080,2020-03-28,What do you think if such kind of 15-20 days of lock down happens every year... #Naturalbalance,Punjab
2081,2020-03-28,Wuhan is now open for business at covid - 19 business war to think of it from the backdrop of the American hand being twisted by China by the United States that all of the above countries are financially extinct China will soon fall into the us economy as planned.,Tamil Nadu
2082,2020-03-28,How is it possible to have a virus spread of covid-19 in Russia and north Korea? They are China's active Allies and  on the other hand  the us/South Korea/United Kingdom/France/Italy/Spain and Asia are severely affected by how wuhan is suddenly free from deadly viruses?,Tamil Nadu
2083,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
2084,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
2085,2020-03-28,It’s our time to help govt.We need to create more awareness.since most of us don't have anything to do during our corona lockdown.Every house will have some kids.let's start our awareness from them.record an awareness video #CoronaAwarenessWithKids #NationFirst_CoronaWithKids,Tamil Nadu
2086,2020-03-28,No other go  have to live with it..As someone rightly said the crisis which is gonna hamper us after this lockdown is more worrisome...We are in two edge sword situation now...At least from now on Govts should concentrate more on Health Infea  education than statues  temples etc,Tamil Nadu
2087,2020-03-28,"Recently  I saw a cabinet minister tweet ""watching Ramayan at home"". What about the other priorities ?? Lockdown has increased several other venues for the government. Only schemes won't  this is the time to step out in the field and contribute. #coronawarriors #MigrantsOnTheRoad",Tamil Nadu
2088,2020-03-28,Please Donate our Nation's because this is not only a personal problem this is whole world and you are three star of bollywood so please donate covid 2019 #सलमान_शाहरुख_आमिर_दान_करो,Uttar Pradesh
2089,2020-03-28,#AirtelThanksApp is not good working. Behind the Covid 19 issue #Airtel thieving data.,Uttar Pradesh
2090,2020-03-28,Preparing to Combat Coronavirus: In a novel initiative  Railways has converted train coaches into isolation wards for COVID-19 patients Now  Railways will offer clean  sanitised &amp; hygienic surroundings for the patients to comfortably recover. #IndiaFightsCorona,Uttar Pradesh
2091,2020-03-28,Tune in tomorrow at 11. Tomorrow’s episode will be focused on the situation prevailing due to COVID-19. #MannKiBaat,Uttar Pradesh
2092,2020-03-28,Well Said Ma'am These things please follow to Everyone @WHO @LambaAlka #CoronaUpdate #COVID #COVID2019,Uttar Pradesh
2093,2020-03-28,#COVID-19 EMERGENCY- Myself R S KAPIL A registered Pharmacist with the experience of more than 4 yrs . As I aware that there is very less no. Health workers like pharmacist in India  who are working with Government for supply of life saving medicine's. R S KAPIL 9058347897,Uttar Pradesh
2094,2020-03-28,@narendramodi   PMOIndia #COVID-19 EMERGENCY- Myself R S KAPIL A registered Pharmacist with the experience of more than 4 yrs . As I aware that there is very less no. Health workers like pharmacist in India  who are working with Government for supply of life saving medicine',Uttar Pradesh
2095,2020-03-28,#COVID-19 EMERGENCY- Myself Mohan kushwah A registered Pharmacist with the experience of more than 4 yrs . As I aware that there is very less no. Health workers like pharmacist in India  who are working with Government for supply of life saving medicine's. Thanks R S KAPIL,Uttar Pradesh
2096,2020-03-28,Salute the efforts of those people who paid for #PM-CARES fund. Your love and support for country is commendable. All of you have proven true patriotism by contributing to this turn of trouble when the country is struggling with #Covid-19. Country will never forget your efforts..,Uttar Pradesh
2097,2020-03-28,BCCI donates Rs 51 crore to Prime Minister's Relief Fund for disaster management in wake of COVID-19 pandemic,Uttar Pradesh
2098,2020-03-28,I see in my village people are not taking serious Covid-19 they are walking every time so please it's requested to you taking strict action for ruler areas. #StayHomeStaySafe @dmdeoria @Uppolice @CMOfficeUP,Uttar Pradesh
2099,2020-03-28,BCCI donates Rs 51 crore to Prime Minister's Relief Fund for disaster management in wake of COVID-19 pandemic,Uttar Pradesh
2100,2020-03-28,We have airtel app and we request since last 8 month do it something don't make a excuse of covid-19,Uttar Pradesh
2101,2020-03-28,NDTV News: First Electron Microscope Image Of COVID-19 Virus From India Released. https://www.ndtv.com/india-news/coronavirus-update-first-electron-microscope-image-of-covid-19-virus-from-india-released-2201948?publisher=newsstand via @GoogleNews,Uttar Pradesh
2102,2020-03-28,RJs call PM Narendra Modi member of fraternity  pledge to be nation’s voice in battle against COVID-19 https://zeenews.india.com/india/rjs-call-pm-narendra-modi-member-of-fraternity-pledge-to-be-nation-s-voice-in-battle-against-covid-19-2272150.html via NaMo App,Uttar Pradesh
2103,2020-03-28,Provide feedback on problems faced by people due to COVID-19 outbreak: PM tells RJ https://timesofindia.indiatimes.com/india/provide-feedback-on-problems-faced-by-people-due-to-covid-19-outbreak-pm-tells-rjs/articleshow/74854493.cms via NaMo App,Uttar Pradesh
2104,2020-03-28,@PMOIndia @narendramodi @CMOfficeUP @HMOIndia @AmitShahOffice @LtGovDelhi @AamAadmiParty Please suspend delhi govt.  stop these peoples to exit from delhi  And save country from COVID -19 ,Uttar Pradesh
2105,2020-03-28,@nsitharamanoffc @TheOfficialSBI @nsitharaman Considering the present prevailing situation related to COVID 19  the SBI should disabled biometric login for Bank Mitra &amp; also Disable Finger print verification for Enquiry services of Customer Like- Balance enquiry or Ministatment. ,Uttar Pradesh
2106,2020-03-28,As #AkshayKumar donated a big amount of Rs 25 Crore  I just want to know the donating amount of @BeingSalmanKhan @iamsrk @aamir_khan @imVkohli and @msdhon #PMReliefFund #CoronaUpdate #CoronaLockdown #COVID19 #COVID2019india #Covid_19 #COVID19outbreak,Uttar Pradesh
2107,2020-03-28,Because of the current lockdown due to COVID-19 a huge number of daily wage labourers are out of employment.They do not have enough resources to last for the complete duration of the lockdown. We are working in some villages of Ghazipur District in Uttar Pradesh. #CoronaLockdown,Uttar Pradesh
2108,2020-03-28,#Covid_19safety #CoronaLockdown #ashutosh_1051_ #CoronavirusOutbreak #StayHomeStaySafe #CoronaharegaIndiaJeetega Please wake up to the reality and seriousness of the situation and take responsibility. The nation needs our support and honesty.... @narendramodi @imVkohli,Uttar Pradesh
2109,2020-03-28,#stay home covid-19@2020 ,Uttar Pradesh
2110,2020-03-28,Rescue operation during COVID-19 emergency at Syadwad college (food and accommodation facilities available for mirgant labourers)#CoronaLockdown #AajUpdates #pmoindia #myogi,Uttar Pradesh
2111,2020-03-28,@KDanishAli @hapurpolice @Mayawati @asadowaisi @myogiadityanath @AmitShah @narendramodi @yadavakhilesh This is my kind request to all of you as per trailing tweet i am panic due to covid 19 because people are trolling me have a corona. #Stoprumoursaboutcorona,Uttar Pradesh
2112,2020-03-28,This is Asif Ali from saroorpur village post office simbhaoli  Dist-Hapur  request you ask CMO for checking my Covid-19. For your kind information people are trolling me in whatsApp status that i am having corona virus the same thing is depressing my family also. @KDanishAli,Uttar Pradesh
2113,2020-03-28,See this video this video is depend on corona (covid-19) ,Uttar Pradesh
2114,2020-03-28,Follow this link to join my WhatsApp group: https://chat.whatsapp.com/GVV3vaLyNBgFKWCJAN1Uh2 Covid-19 information,Uttar Pradesh
2115,2020-03-28,@narendramodi @CMOfficeUP Respected sir  As we can see people are not under controlled they are not following the instructions guided by government and they are not following the lockdown rules. So sir now its time to deploy military in some areas to fight against COVID-19. ,Uttar Pradesh
2116,2020-03-28,Pathetic Data speed in area 230124 @JioCare and due to covid 19 i m working from home.for improve data connectivity I have asked several times to Jio and Jio tower is 1.5km from my home.still we r getting so worst data speed by Jio all times ..@DoT_India @rsprasad @reliancejio,Uttar Pradesh
2117,2020-03-28,"indian defence education ""It is submitted that CRPF personnel have decided to make a humble contribution of one day salary to the Prime Minister's National Relief Fund. We are dutifully committed to stand firmly with our Nation in this challenging time of COVID-19 spread"" ",Uttar Pradesh
2118,2020-03-28,University of Haidrabad (UoH) faculty designs potential Covid-19 vaccine candidates. @businessline,Uttar Pradesh
2119,2020-03-28,How to distinguish COVID-19 symptoms from allergies and the common cold ,Uttar Pradesh
2120,2020-03-28,But please fix the network problem on this location soon and help the people here to stay in home and to fight against covid19. Wanted to port in @reliancejio but cant do mnp due to this lock down.,Uttar Pradesh
2121,2020-03-28,Before taking any decision fisrt u have to think abt the migrants people of india not only ambani  adani....bcoz u are PM of hindustan .. If any migrants are death during this lockdown.. You are responsible for those death .... And history remember you #PMOfIndia #CoronaUpdate,Uttar Pradesh
2122,2020-03-28,आईए हम सब मिलकर प्राण ले । WE THE PEOPLE OF INDIA STAY AT OUR HOME FOR 21DAY's AND SUPPORT 21 DAY's LOCKDOWN.... Stay home Stay safe ,Uttar Pradesh
2123,2020-03-28,#DearKamaalRkhan   Lockdown is a self emergency  not a function.,Uttar Pradesh
2124,2020-03-28,#Lockdown Day 4: Tea and TV Today was a lazy day. Re-broadcasting of epic Ramayan and Mahabharat tried distracting us from TV channels covering painful situation of migrant workers in Delhi. ,Uttar Pradesh
2125,2020-03-28,Only 1 mb use in 14 hours.. #Shakti Dekh rhe ho #lockdown ,Uttar Pradesh
2126,2020-03-28,Modi ji app ka lockdown event failure sabit hua . Ye image Anand vihar bus station ISBT ki hai #Failedlockdown #FailedHealthCareSystem #FailedPresident #failedgovt #failedtransport,Uttar Pradesh
2127,2020-03-28,Very small contribution  few more in line. Got our complete building washed   sanitized drains by bleaching powder and ensuring our helpers get their pay during lockdown too.. ,Uttar Pradesh
2128,2020-03-28,Entire India lockdown  but people's are roaming on the way as usual  i think no meaning come out of lockdown  people Feeling as a God but they don't know power of #Corona once someone getting corona positive then they will forgot everything @RahulGandhi,Uttar Pradesh
2129,2020-03-28,Anirudh Mahraj Ji Hope your word worth this time any ways how you are getting weed in this lockdown ,Uttar Pradesh
2130,2020-03-28,PM Modi's 21-day 'complete lockdown' address most watched event on TV https://economictimes.indiatimes.com/news/politics-and-nation/pm-modis-21-day-complete-lockdown-address-most-watched-event-on-tv/articleshow/74844916.cms via NaMo App,Uttar Pradesh
2131,2020-03-28,See the sea of crowd on UP-Delhi border during lockdown. Lack of planning  coordination between state govts  state police and a very poor feedback from local intelligence units which utterly failed to anticipate large gathering of labourers  readying to migrate to villages. ,Uttar Pradesh
2132,2020-03-28,#CoronaLockdown .... Hello everyone...Is this Unplanned lockdown ....? ,Uttar Pradesh
2133,2020-03-28,Yeah I can answer as I also got same kind of shit since lockdown happens in India #Lockdown21 #QuarantineLife,Uttar Pradesh
2134,2020-03-28,Because of the current lockdown due to COVID-19 a huge number of daily wage labourers are out of employment.They do not have enough resources to last for the complete duration of the lockdown. We are working in some villages of Ghazipur District in Uttar Pradesh. #CoronaLockdown,Uttar Pradesh
2135,2020-03-28,Please support lockdown please #Lockdown21 @aajtak @ABPNews @narendramodi,Uttar Pradesh
2136,2020-03-28,Really this is the condition of the of #World that (Corona virus) that affect the whole world. Some doctors are giveing their 110% to save from corona .. But some stupid people and not following 21 days lockdown... Please stay at home for safe from corona...#21DaysChallenge,Uttar Pradesh
2137,2020-03-28,Bahi ye hall hai after 21 days lockdown........ Making tiktokvideos @Mr_Yashu67 ,Uttar Pradesh
2138,2020-03-28,by the time this lockdown ends  half of the population would have already gone insane,Uttar Pradesh
2139,2020-03-28,A police officer  wearing a helmet depicting #coronavirus  requests commuters to stay at home during a nationwide lockdown to limit the spread of coronavirus  in Chennai. ,Uttar Pradesh
2140,2020-03-28,friends  you must know that our country is going through a very big crisis. at the moment our country needs your contribution and you and we can contribute together. we want you to follow the rules of this lockdown.we request you to do that you stayed at your home and save life ,Uttar Pradesh
2141,2020-03-28,@HPCL Deliverymen of Krishna HP Gas Service Muzaffarnagar are providing help to customers with domestic requirements other than gas refill during lockdown.We thank and salute the hero’s. #KrishnaHpGasServiceMuzaffarnagar,Uttar Pradesh
2142,2020-03-28,#StayHome #StaySafe Thanks to @narendramodi @myogiadityanath @balrampurpolice for #lockdown ,Uttar Pradesh
2143,2020-03-28,#Lockdown Day 3: Being together is what makes us a family. With life racing for don't know what  seldom happens that we sit together like this and cherish father's life stories. ,Uttar Pradesh
2144,2020-03-28,Lockdown Indian,Uttar Pradesh
2145,2020-03-28,Antakshari with lockdown message.. Thank u aaj tak ,Uttar Pradesh
2146,2020-03-28,@officiald2h please do not stop service videocon d2h till lock down due to recharge.,Uttar Pradesh
2147,2020-03-28,@narendramodi @CMOfficeUP Respected sir  As we can see people are not under controlled they are not following the instructions guided by government and they are not following the lockdown rules. So sir now its time to deploy military in some areas to fight against COVID-19. ,Uttar Pradesh
2148,2020-03-28,4th day of lockdown..when all web series  movies games are over #Lockdown21,Uttar Pradesh
2149,2020-03-28,Ghar se bahar na nikle please follow government lockdown rule.,Uttar Pradesh
2150,2020-03-28,All india lockdown ,Uttar Pradesh
2151,2020-03-28,1st crime Denonatisarion n 2nd Lockdown.Both without prior preparations n adequate planning. People had suffered n r suffering due to their insensible n immature steps.Thousands of Labourers r walking on road without water n food. Poors r suffering but as per govt SUB CHANGA SI. ,Uttar Pradesh
2152,2020-03-28,Wuhan is now open for business at covid - 19 business war to think of it from the backdrop of the American hand being twisted by China by the United States that all of the above countries are financially extinct China will soon fall into the us economy as planned.,Tamil Nadu
2153,2020-03-28,How is it possible to have a virus spread of covid-19 in Russia and north Korea? They are China's active Allies and  on the other hand  the us/South Korea/United Kingdom/France/Italy/Spain and Asia are severely affected by how wuhan is suddenly free from deadly viruses?,Tamil Nadu
2154,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
2155,2020-03-28,Call to me and I will answer you and tell you great and unsearchable things you do not know. Jeremiah 33:3 #BibleVerses #Bible #BibleStudy #hopeinchrist #repentjesusiscoming #SecondComing #Corona #COVID19 #Covid_19 #coronavirus #selfquarantine #LockedDown,Tamil Nadu
